FECHA_CORTE;UBIGEO;ANIO;DEPARTAMENTO;PROVINCIA;DISTRITO;REGION_NATURAL;TIPO_MUNICIPALIDAD;POB_TOTAL_INEI;POB_URBANA_INEI;POB_RURAL_INEI;CLASIFICACION_MUNICIPAL_MEF;DISPOSICION_FINAL_ADECUADA;TIPO_SITIO_DISPOSICION_FINAL_ADECUADA;NOMBRE_SITIO_DISPOSICION_FINAL_ADECUADA;TIPO_ADMINISTRADOR_SITIO_DISPOSICION_FINAL_ADECUADA;COBERTURA_DISPOSICION_FINAL_ADECUADA;RESIDUOS_MUNICIPALES_DISPUESTOS
20240410;180106;2020;MOQUEGUA;MARISCAL NIETO;TORATA;SIERRA;DISTRITAL;6753;3255;3498;F;0;;;;;
20240410;180201;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;SIERRA;PROVINCIAL;3117;2161;956;B;0;;;;;
20240410;180202;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;SIERRA;DISTRITAL;576;268;308;F;0;;;;;
20240410;180203;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;SIERRA;DISTRITAL;965;330;635;F;0;;;;;
20240410;180204;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;SIERRA;DISTRITAL;3014;765;2249;G;0;;;;;
20240410;180205;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;SIERRA;DISTRITAL;547;97;450;G;0;;;;;
20240410;180206;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;SIERRA;DISTRITAL;493;425;68;E;0;;;;;
20240410;180207;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;SIERRA;DISTRITAL;402;149;253;F;0;;;;;
20240410;180208;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;SIERRA;DISTRITAL;2512;1848;664;E;0;;;;;
20240410;180209;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;SIERRA;DISTRITAL;480;289;191;F;0;;;;;
20240410;180210;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;SIERRA;DISTRITAL;1574;847;727;F;0;;;;;
20240410;180211;2020;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;SIERRA;DISTRITAL;823;488;335;F;0;;;;;
20240410;180301;2020;MOQUEGUA;ILO;ILO;COSTA;PROVINCIAL;70753;70326;427;A;0;;;;;
20240410;180302;2020;MOQUEGUA;ILO;EL ALGARROBAL;COSTA;DISTRITAL;7257;7205;52;D;0;;;;;
20240410;180303;2020;MOQUEGUA;ILO;PACOCHA;COSTA;DISTRITAL;4676;4657;19;D;0;;;;;
20240410;190101;2020;PASCO;PASCO;CHAUPIMARCA;SIERRA;PROVINCIAL;26924;26892;32;A;0;;;;;
20240410;190102;2020;PASCO;PASCO;HUACHON;SIERRA;DISTRITAL;4601;2976;1625;F;0;;;;;
20240410;190103;2020;PASCO;PASCO;HUARIACA;SIERRA;DISTRITAL;6925;6368;557;E;0;;;;;
20240410;190104;2020;PASCO;PASCO;HUAYLLAY;SIERRA;DISTRITAL;9451;6886;2565;E;0;;;;;
20240410;190105;2020;PASCO;PASCO;NINACACA;SIERRA;DISTRITAL;4137;2896;1241;E;313.3;RELLENO SANITARIO;R.S. NINACACA;GOBIERNO LOCAL;4137;313.3
20240410;190106;2020;PASCO;PASCO;PALLANCHACRA;SIERRA;DISTRITAL;1551;568;983;F;0;;;;;
20240410;190107;2020;PASCO;PASCO;PAUCARTAMBO;SIERRA;DISTRITAL;9858;6955;2903;E;0;;;;;
20240410;190108;2020;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;SIERRA;DISTRITAL;3818;1993;1825;F;0;;;;;
20240410;190109;2020;PASCO;PASCO;SIMON BOLIVAR;SIERRA;DISTRITAL;12708;11805;903;D;0;;;;;
20240410;190110;2020;PASCO;PASCO;TICLACAYAN;SIERRA;DISTRITAL;2847;980;1867;F;0;;;;;
20240410;190111;2020;PASCO;PASCO;TINYAHUARCO;SIERRA;DISTRITAL;7278;7186;92;E;1194.49;RELLENO SANITARIO;R.S. VILLA DE PASCO;GOBIERNO LOCAL;7278;1194.49
20240410;190112;2020;PASCO;PASCO;VICCO;SIERRA;DISTRITAL;3802;3587;215;E;0;;;;;
20240410;190113;2020;PASCO;PASCO;YANACANCHA;SIERRA;DISTRITAL;31264;29148;2116;D;0;;;;;
20240410;190201;2020;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;SIERRA;PROVINCIAL;11495;8949;2546;B;0;;;;;
20240410;190202;2020;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;SIERRA;DISTRITAL;1820;1410;410;E;0;;;;;
20240410;190203;2020;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;SIERRA;DISTRITAL;1445;1263;182;E;0;;;;;
20240410;190204;2020;PASCO;DANIEL ALCIDES CARRION;PAUCAR;SIERRA;DISTRITAL;1779;1432;347;E;0;;;;;
20240410;190205;2020;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;SIERRA;DISTRITAL;1377;1142;235;E;0;;;;;
20240410;190206;2020;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;SIERRA;DISTRITAL;23986;4686;19300;G;0;;;;;
20240410;190207;2020;PASCO;DANIEL ALCIDES CARRION;TAPUC;SIERRA;DISTRITAL;2180;2055;125;E;0;;;;;
20240410;190208;2020;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;SIERRA;DISTRITAL;2097;1519;578;F;0;;;;;
20240410;190301;2020;PASCO;OXAPAMPA;OXAPAMPA;SELVA;PROVINCIAL;17255;11912;5343;B;2318.84;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;17255;2318.84
20240410;190302;2020;PASCO;OXAPAMPA;CHONTABAMBA;SELVA;DISTRITAL;6412;3161;3251;F;901.42;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;6412;901.42
20240410;190303;2020;PASCO;OXAPAMPA;HUANCABAMBA;SELVA;DISTRITAL;7028;3112;3916;F;665.3;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;7028;665.3
20240410;190304;2020;PASCO;OXAPAMPA;PALCAZU;SELVA;DISTRITAL;8076;2028;6048;G;0;;;;;
20240410;190305;2020;PASCO;OXAPAMPA;POZUZO;SELVA;DISTRITAL;4580;1474;3106;G;292.06;RELLENO SANITARIO;R.S. POZUZO (JICA-BID);GOBIERNO LOCAL;4580;292.06
20240410;190306;2020;PASCO;OXAPAMPA;PUERTO BERMUDEZ;SELVA;DISTRITAL;21511;7662;13849;F;0;;;;;
20240410;190307;2020;PASCO;OXAPAMPA;VILLA RICA;SELVA;DISTRITAL;18610;13739;4871;E;0;;;;;
20240410;190308;2020;PASCO;OXAPAMPA;CONSTITUCION;SELVA;DISTRITAL;17089;9402;7687;F;0;;;;;
20240410;200101;2020;PIURA;PIURA;PIURA;COSTA;PROVINCIAL;177748;169615;8133;A;0;;;;;
20240410;200104;2020;PIURA;PIURA;CASTILLA;COSTA;DISTRITAL;183759;181983;1776;D;0;;;;;
20240410;200105;2020;PIURA;PIURA;CATACAOS;COSTA;DISTRITAL;80950;77992;2958;D;0;;;;;
20240410;200107;2020;PIURA;PIURA;CURA MORI;COSTA;DISTRITAL;20065;18984;1081;E;0;;;;;
20240410;200108;2020;PIURA;PIURA;EL TALLAN;COSTA;DISTRITAL;5628;5246;382;E;0;;;;;
20240410;200109;2020;PIURA;PIURA;LA ARENA;COSTA;DISTRITAL;41286;37440;3846;D;0;;;;;
20240410;200110;2020;PIURA;PIURA;LA UNION;COSTA;DISTRITAL;44355;43358;997;D;0;;;;;
20240410;200111;2020;PIURA;PIURA;LAS LOMAS;COSTA;DISTRITAL;29241;12070;17171;F;0;;;;;
20240410;200114;2020;PIURA;PIURA;TAMBO GRANDE;COSTA;DISTRITAL;124028;44441;79587;D;0;;;;;
20240410;200115;2020;PIURA;PIURA;VEINTISEIS DE OCTUBRE;COSTA;DISTRITAL;187787;187686;101;D;0;;;;;
20240410;200201;2020;PIURA;AYABACA;AYABACA;COSTA;PROVINCIAL;32889;5604;27285;B;0;;;;;
20240410;200202;2020;PIURA;AYABACA;FRIAS;COSTA;DISTRITAL;21370;2184;19186;G;0;;;;;
20240410;200203;2020;PIURA;AYABACA;JILILI;COSTA;DISTRITAL;2675;210;2465;G;0;;;;;
20240410;200204;2020;PIURA;AYABACA;LAGUNAS;COSTA;DISTRITAL;5816;327;5489;G;0;;;;;
20240410;200205;2020;PIURA;AYABACA;MONTERO;COSTA;DISTRITAL;6628;1063;5565;G;0;;;;;
20240410;200206;2020;PIURA;AYABACA;PACAIPAMPA;COSTA;DISTRITAL;23262;1406;21856;G;0;;;;;
20240410;200207;2020;PIURA;AYABACA;PAIMAS;COSTA;DISTRITAL;10382;3200;7182;G;0;;;;;
20240410;200208;2020;PIURA;AYABACA;SAPILLICA;COSTA;DISTRITAL;11065;995;10070;G;0;;;;;
20240410;200209;2020;PIURA;AYABACA;SICCHEZ;COSTA;DISTRITAL;1642;837;805;F;0;;;;;
20240410;200210;2020;PIURA;AYABACA;SUYO;COSTA;DISTRITAL;12008;3456;8552;G;0;;;;;
20240410;200301;2020;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;PROVINCIAL;29446;8670;20776;B;0;;;;;
20240410;200302;2020;PIURA;HUANCABAMBA;CANCHAQUE;COSTA;DISTRITAL;7628;2229;5399;G;0;;;;;
20240410;200303;2020;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;SIERRA;DISTRITAL;11797;529;11268;G;0;;;;;
20240410;200304;2020;PIURA;HUANCABAMBA;HUARMACA;SIERRA;DISTRITAL;37489;3300;34189;G;0;;;;;
20240410;200305;2020;PIURA;HUANCABAMBA;LALAQUIZ;COSTA;DISTRITAL;4181;1331;2850;G;0;;;;;
20240410;200306;2020;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;COSTA;DISTRITAL;9395;2214;7181;G;0;;;;;
20240410;200307;2020;PIURA;HUANCABAMBA;SONDOR;SIERRA;DISTRITAL;7425;1288;6137;G;0;;;;;
20240410;200308;2020;PIURA;HUANCABAMBA;SONDORILLO;SIERRA;DISTRITAL;11172;639;10533;G;0;;;;;
20240410;200401;2020;PIURA;MORROPON;CHULUCANAS;COSTA;PROVINCIAL;89735;65980;23755;A;0;;;;;
20240410;200402;2020;PIURA;MORROPON;BUENOS AIRES;COSTA;DISTRITAL;10211;8186;2025;E;0;;;;;
20240410;200403;2020;PIURA;MORROPON;CHALACO;COSTA;DISTRITAL;7746;1076;6670;G;0;;;;;
20240410;200404;2020;PIURA;MORROPON;LA MATANZA;COSTA;DISTRITAL;15047;9357;5690;F;0;;;;;
20240410;200405;2020;PIURA;MORROPON;MORROPON;COSTA;DISTRITAL;16052;12402;3650;E;0;;;;;
20240410;200406;2020;PIURA;MORROPON;SALITRAL;COSTA;DISTRITAL;9086;6279;2807;E;0;;;;;
20240410;200407;2020;PIURA;MORROPON;SAN JUAN DE BIGOTE;COSTA;DISTRITAL;6710;3894;2816;F;0;;;;;
20240410;200408;2020;PIURA;MORROPON;SANTA CATALINA DE MOSSA;COSTA;DISTRITAL;3813;1551;2262;F;0;;;;;
20240410;200409;2020;PIURA;MORROPON;SANTO DOMINGO;COSTA;DISTRITAL;6029;997;5032;G;0;;;;;
20240410;200410;2020;PIURA;MORROPON;YAMANGO;COSTA;DISTRITAL;8764;1804;6960;G;0;;;;;
20240410;200501;2020;PIURA;PAITA;PAITA;COSTA;PROVINCIAL;101905;101897;8;A;0;;;;;
20240410;200502;2020;PIURA;PAITA;AMOTAPE;COSTA;DISTRITAL;2526;2437;89;E;0;;;;;
20240410;200503;2020;PIURA;PAITA;ARENAL;COSTA;DISTRITAL;1249;1002;247;E;0;;;;;
20240410;200504;2020;PIURA;PAITA;COLAN;COSTA;DISTRITAL;16953;15151;1802;E;0;;;;;
20240410;200505;2020;PIURA;PAITA;LA HUACA;COSTA;DISTRITAL;14170;13062;1108;E;0;;;;;
20240410;200506;2020;PIURA;PAITA;TAMARINDO;COSTA;DISTRITAL;5330;5226;104;E;0;;;;;
20240410;200507;2020;PIURA;PAITA;VICHAYAL;COSTA;DISTRITAL;6156;4488;1668;E;0;;;;;
20240410;200601;2020;PIURA;SULLANA;SULLANA;COSTA;PROVINCIAL;189351;179372;9979;A;60441.9;RELLENO SANITARIO;R.S. SULLANA (JICA-BID);GOBIERNO LOCAL;189351;60441.9
20240410;200602;2020;PIURA;SULLANA;BELLAVISTA;COSTA;DISTRITAL;38905;38905;0;D;10687.23;RELLENO SANITARIO;R.S. SULLANA (JICA-BID);GOBIERNO LOCAL;38905;10687.23
20240410;200603;2020;PIURA;SULLANA;IGNACIO ESCUDERO;COSTA;DISTRITAL;21676;21478;198;E;0;;;;;
20240410;200604;2020;PIURA;SULLANA;LANCONES;COSTA;DISTRITAL;13286;512;12774;G;0;;;;;
20240410;200605;2020;PIURA;SULLANA;MARCAVELICA;COSTA;DISTRITAL;32265;29922;2343;E;0;;;;;
20240410;200606;2020;PIURA;SULLANA;MIGUEL CHECA;COSTA;DISTRITAL;10210;9928;282;E;0;;;;;
20240410;200607;2020;PIURA;SULLANA;QUERECOTILLO;COSTA;DISTRITAL;28130;25457;2673;E;0;;;;;
20240410;200608;2020;PIURA;SULLANA;SALITRAL;COSTA;DISTRITAL;7667;6998;669;E;0;;;;;
20240410;200701;2020;PIURA;TALARA;PARIÑAS;COSTA;PROVINCIAL;104973;104362;611;A;0;;;;;
20240410;200702;2020;PIURA;TALARA;EL ALTO;COSTA;DISTRITAL;8969;8969;0;E;0;;;;;
20240410;200703;2020;PIURA;TALARA;LA BREA;COSTA;DISTRITAL;13192;12949;243;E;0;;;;;
20240410;200704;2020;PIURA;TALARA;LOBITOS;COSTA;DISTRITAL;1384;1338;46;E;0;;;;;
20240410;200705;2020;PIURA;TALARA;LOS ORGANOS;COSTA;DISTRITAL;11634;11570;64;E;0;;;;;
20240410;200706;2020;PIURA;TALARA;MANCORA;COSTA;DISTRITAL;14116;13951;165;E;0;;;;;
20240410;200801;2020;PIURA;SECHURA;SECHURA;COSTA;PROVINCIAL;50892;49103;1789;A;0;;;;;
20240410;200802;2020;PIURA;SECHURA;BELLAVISTA DE LA UNION;COSTA;DISTRITAL;5210;4996;214;E;0;;;;;
20240410;200803;2020;PIURA;SECHURA;BERNAL;COSTA;DISTRITAL;7674;7135;539;E;0;;;;;
20240410;200804;2020;PIURA;SECHURA;CRISTO NOS VALGA;COSTA;DISTRITAL;4948;2893;2055;F;0;;;;;
20240410;200805;2020;PIURA;SECHURA;VICE;COSTA;DISTRITAL;17732;17239;493;E;0;;;;;
20240410;200806;2020;PIURA;SECHURA;RINCONADA LLICUAR;COSTA;DISTRITAL;3141;3134;7;E;0;;;;;
20240410;210101;2020;PUNO;PUNO;PUNO;SIERRA;PROVINCIAL;143867;135353;8514;A;46121.8;RELLENO SANITARIO;R.S. PUNO (JICA-BID);GOBIERNO LOCAL;143867;46121.8
20240410;210102;2020;PUNO;PUNO;ACORA;SIERRA;DISTRITAL;23439;2755;20684;G;0;;;;;
20240410;210103;2020;PUNO;PUNO;AMANTANI;SIERRA;DISTRITAL;3430;290;3140;G;0;;;;;
20240410;210104;2020;PUNO;PUNO;ATUNCOLLA;SIERRA;DISTRITAL;4739;242;4497;G;0;;;;;
20240410;210105;2020;PUNO;PUNO;CAPACHICA;SIERRA;DISTRITAL;7167;757;6410;G;0;;;;;
20240410;210106;2020;PUNO;PUNO;CHUCUITO;SIERRA;DISTRITAL;7380;846;6534;G;0;;;;;
20240410;210107;2020;PUNO;PUNO;COATA;SIERRA;DISTRITAL;6898;1464;5434;G;0;;;;;
20240410;210108;2020;PUNO;PUNO;HUATA;SIERRA;DISTRITAL;2904;241;2663;G;0;;;;;
20240410;210109;2020;PUNO;PUNO;MAÑAZO;SIERRA;DISTRITAL;5345;2160;3185;F;0;;;;;
20240410;210110;2020;PUNO;PUNO;PAUCARCOLLA;SIERRA;DISTRITAL;4368;453;3915;G;0;;;;;
20240410;210111;2020;PUNO;PUNO;PICHACANI;SIERRA;DISTRITAL;6026;1987;4039;F;0;;;;;
20240410;210112;2020;PUNO;PUNO;PLATERIA;SIERRA;DISTRITAL;7346;367;6979;G;0;;;;;
20240410;210113;2020;PUNO;PUNO;SAN ANTONIO;SIERRA;DISTRITAL;2697;224;2473;G;0;;;;;
20240410;210114;2020;PUNO;PUNO;TIQUILLACA;SIERRA;DISTRITAL;1620;262;1358;G;0;;;;;
20240410;210115;2020;PUNO;PUNO;VILQUE;SIERRA;DISTRITAL;2993;699;2294;G;0;;;;;
20240410;210201;2020;PUNO;AZANGARO;AZANGARO;SIERRA;PROVINCIAL;31615;20383;11232;A;0;;;;;
20240410;210202;2020;PUNO;AZANGARO;ACHAYA;SIERRA;DISTRITAL;2782;64;2718;G;0;;;;;
20240410;210203;2020;PUNO;AZANGARO;ARAPA;SIERRA;DISTRITAL;7130;1340;5790;G;0;;;;;
20240410;210204;2020;PUNO;AZANGARO;ASILLO;SIERRA;DISTRITAL;14758;3617;11141;G;0;;;;;
20240410;210205;2020;PUNO;AZANGARO;CAMINACA;SIERRA;DISTRITAL;2980;113;2867;G;0;;;;;
20240410;210206;2020;PUNO;AZANGARO;CHUPA;SIERRA;DISTRITAL;5756;642;5114;G;0;;;;;
20240410;210207;2020;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;SIERRA;DISTRITAL;4767;3035;1732;F;0;;;;;
20240410;210208;2020;PUNO;AZANGARO;MUÑANI;SIERRA;DISTRITAL;6867;1836;5031;G;0;;;;;
20240410;210209;2020;PUNO;AZANGARO;POTONI;SIERRA;DISTRITAL;3637;1682;1955;F;0;;;;;
20240410;210210;2020;PUNO;AZANGARO;SAMAN;SIERRA;DISTRITAL;9231;368;8863;G;0;;;;;
20240410;210211;2020;PUNO;AZANGARO;SAN ANTON;SIERRA;DISTRITAL;7352;3276;4076;F;0;;;;;
20240410;210212;2020;PUNO;AZANGARO;SAN JOSE;SIERRA;DISTRITAL;4923;1967;2956;F;0;;;;;
20240410;210213;2020;PUNO;AZANGARO;SAN JUAN DE SALINAS;SIERRA;DISTRITAL;2875;139;2736;G;0;;;;;
20240410;210214;2020;PUNO;AZANGARO;SANTIAGO DE PUPUJA;SIERRA;DISTRITAL;4509;141;4368;G;0;;;;;
20240410;210215;2020;PUNO;AZANGARO;TIRAPATA;SIERRA;DISTRITAL;2967;579;2388;G;0;;;;;
20240410;210301;2020;PUNO;CARABAYA;MACUSANI;SIERRA;PROVINCIAL;14173;12219;1954;B;0;;;;;
20240410;210302;2020;PUNO;CARABAYA;AJOYANI;SIERRA;DISTRITAL;2477;1546;931;F;0;;;;;
20240410;210303;2020;PUNO;CARABAYA;AYAPATA;SELVA;DISTRITAL;9627;2454;7173;G;0;;;;;
20240410;210304;2020;PUNO;CARABAYA;COASA;SELVA;DISTRITAL;5932;3000;2932;F;0;;;;;
20240410;210305;2020;PUNO;CARABAYA;CORANI;SIERRA;DISTRITAL;4735;2610;2125;F;0;;;;;
20240410;210306;2020;PUNO;CARABAYA;CRUCERO;SIERRA;DISTRITAL;10095;7507;2588;E;0;;;;;
20240410;210307;2020;PUNO;CARABAYA;ITUATA;SELVA;DISTRITAL;8569;819;7750;G;0;;;;;
20240410;210308;2020;PUNO;CARABAYA;OLLACHEA;SIERRA;DISTRITAL;6544;2691;3853;F;0;;;;;
20240410;210309;2020;PUNO;CARABAYA;SAN GABAN;SELVA;DISTRITAL;8135;1744;6391;G;0;;;;;
20240410;210310;2020;PUNO;CARABAYA;USICAYOS;SELVA;DISTRITAL;8586;3302;5284;F;0;;;;;
20240410;210401;2020;PUNO;CHUCUITO;JULI;SIERRA;PROVINCIAL;20420;7863;12557;B;0;;;;;
20240410;210402;2020;PUNO;CHUCUITO;DESAGUADERO;SIERRA;DISTRITAL;13132;7644;5488;F;0;;;;;
20240410;210403;2020;PUNO;CHUCUITO;HUACULLANI;SIERRA;DISTRITAL;8634;2059;6575;G;0;;;;;
20240410;210404;2020;PUNO;CHUCUITO;KELLUYO;SIERRA;DISTRITAL;6411;690;5721;G;0;;;;;
20240410;210405;2020;PUNO;CHUCUITO;PISACOMA;SIERRA;DISTRITAL;8114;1116;6998;G;0;;;;;
20240410;210406;2020;PUNO;CHUCUITO;POMATA;SIERRA;DISTRITAL;13999;2552;11447;G;0;;;;;
20240410;210407;2020;PUNO;CHUCUITO;ZEPITA;SIERRA;DISTRITAL;17402;1987;15415;G;0;;;;;
20240410;210501;2020;PUNO;EL COLLAO;ILAVE;SIERRA;PROVINCIAL;48729;21601;27128;A;0;;;;;
20240410;210502;2020;PUNO;EL COLLAO;CAPAZO;SIERRA;DISTRITAL;1107;96;1011;G;0;;;;;
20240410;210503;2020;PUNO;EL COLLAO;PILCUYO;SIERRA;DISTRITAL;10812;1252;9560;G;0;;;;;
20240410;210504;2020;PUNO;EL COLLAO;SANTA ROSA;SIERRA;DISTRITAL;3220;1017;2203;G;0;;;;;
20240410;210505;2020;PUNO;EL COLLAO;CONDURIRI;SIERRA;DISTRITAL;2419;526;1893;G;0;;;;;
20240410;210601;2020;PUNO;HUANCANE;HUANCANE;SIERRA;PROVINCIAL;19050;7223;11827;B;0;;;;;
20240410;210602;2020;PUNO;HUANCANE;COJATA;SIERRA;DISTRITAL;4007;1392;2615;F;0;;;;;
20240410;210603;2020;PUNO;HUANCANE;HUATASANI;SIERRA;DISTRITAL;3140;1274;1866;F;0;;;;;
20240410;210604;2020;PUNO;HUANCANE;INCHUPALLA;SIERRA;DISTRITAL;2598;149;2449;G;0;;;;;
20240410;210605;2020;PUNO;HUANCANE;PUSI;SIERRA;DISTRITAL;5097;807;4290;G;0;;;;;
20240410;210606;2020;PUNO;HUANCANE;ROSASPATA;SIERRA;DISTRITAL;4039;439;3600;G;0;;;;;
20240410;210607;2020;PUNO;HUANCANE;TARACO;SIERRA;DISTRITAL;13536;1705;11831;G;0;;;;;
20240410;210608;2020;PUNO;HUANCANE;VILQUE CHICO;SIERRA;DISTRITAL;7490;830;6660;G;0;;;;;
20240410;210701;2020;PUNO;LAMPA;LAMPA;SIERRA;PROVINCIAL;11783;5484;6299;B;0;;;;;
20240410;210702;2020;PUNO;LAMPA;CABANILLA;SIERRA;DISTRITAL;5955;1129;4826;G;0;;;;;
20240410;210703;2020;PUNO;LAMPA;CALAPUJA;SIERRA;DISTRITAL;1755;490;1265;G;0;;;;;
20240410;210704;2020;PUNO;LAMPA;NICASIO;SIERRA;DISTRITAL;2419;491;1928;G;0;;;;;
20240410;210705;2020;PUNO;LAMPA;OCUVIRI;SIERRA;DISTRITAL;2376;659;1717;G;0;;;;;
20240410;210706;2020;PUNO;LAMPA;PALCA;SIERRA;DISTRITAL;1725;598;1127;F;0;;;;;
20240410;210707;2020;PUNO;LAMPA;PARATIA;SIERRA;DISTRITAL;2510;845;1665;F;0;;;;;
20240410;210708;2020;PUNO;LAMPA;PUCARA;SIERRA;DISTRITAL;5442;2044;3398;F;0;;;;;
20240410;210709;2020;PUNO;LAMPA;SANTA LUCIA;SIERRA;DISTRITAL;7445;5557;1888;E;0;;;;;
20240410;210710;2020;PUNO;LAMPA;VILAVILA;SIERRA;DISTRITAL;1139;421;718;F;0;;;;;
20240410;210801;2020;PUNO;MELGAR;AYAVIRI;SIERRA;PROVINCIAL;25921;22577;3344;A;0;;;;;
20240410;210802;2020;PUNO;MELGAR;ANTAUTA;SIERRA;DISTRITAL;5770;3663;2107;F;0;;;;;
20240410;210803;2020;PUNO;MELGAR;CUPI;SIERRA;DISTRITAL;2031;273;1758;G;0;;;;;
20240410;210804;2020;PUNO;MELGAR;LLALLI;SIERRA;DISTRITAL;2513;1617;896;F;0;;;;;
20240410;210805;2020;PUNO;MELGAR;MACARI;SIERRA;DISTRITAL;7268;3051;4217;F;0;;;;;
20240410;210806;2020;PUNO;MELGAR;NUÑOA;SIERRA;DISTRITAL;8374;4162;4212;F;0;;;;;
20240410;210807;2020;PUNO;MELGAR;ORURILLO;SIERRA;DISTRITAL;7579;963;6616;G;0;;;;;
20240410;210808;2020;PUNO;MELGAR;SANTA ROSA;SIERRA;DISTRITAL;6353;2837;3516;F;0;;;;;
20240410;210809;2020;PUNO;MELGAR;UMACHIRI;SIERRA;DISTRITAL;3884;683;3201;G;0;;;;;
20240410;210901;2020;PUNO;MOHO;MOHO;SIERRA;PROVINCIAL;10927;2821;8106;B;0;;;;;
20240410;210902;2020;PUNO;MOHO;CONIMA;SIERRA;DISTRITAL;3263;863;2400;G;0;;;;;
20240410;210903;2020;PUNO;MOHO;HUAYRAPATA;SIERRA;DISTRITAL;2488;863;1625;F;0;;;;;
20240410;210904;2020;PUNO;MOHO;TILALI;SIERRA;DISTRITAL;2512;724;1788;G;0;;;;;
20240410;211001;2020;PUNO;SAN ANTONIO DE PUTINA;PUTINA;SIERRA;PROVINCIAL;13882;9831;4051;B;0;;;;;
20240410;211002;2020;PUNO;SAN ANTONIO DE PUTINA;ANANEA;SIERRA;DISTRITAL;11551;10257;1294;E;0;;;;;
20240410;211003;2020;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;SIERRA;DISTRITAL;1916;650;1266;G;0;;;;;
20240410;211004;2020;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;SIERRA;DISTRITAL;5541;2323;3218;F;0;;;;;
20240410;211005;2020;PUNO;SAN ANTONIO DE PUTINA;SINA;SIERRA;DISTRITAL;1844;592;1252;G;0;;;;;
20240410;211101;2020;PUNO;SAN ROMAN;JULIACA;SIERRA;PROVINCIAL;252671;237966;14705;A;64995.42;CELDA TRANSITORIA;CELDA TRANSITORIA HUANUYO;GOBIERNO LOCAL;252671;64995.42
20240410;211102;2020;PUNO;SAN ROMAN;CABANA;SIERRA;DISTRITAL;5495;953;4542;G;0;;;;;
20240410;211103;2020;PUNO;SAN ROMAN;CABANILLAS;SIERRA;DISTRITAL;4546;2205;2341;F;0;;;;;
20240410;211104;2020;PUNO;SAN ROMAN;CARACOTO;SIERRA;DISTRITAL;7479;1195;6284;G;0;;;;;
20240410;211105;2020;PUNO;SAN ROMAN;SAN MIGUEL;SIERRA;DISTRITAL;73839;68013;5826;D;19429.77;CELDA TRANSITORIA;CELDA TRANSITORIA HUANUYO;GOBIERNO LOCAL;73839;19429.77
20240410;211201;2020;PUNO;SANDIA;SANDIA;SELVA;PROVINCIAL;11446;4053;7393;B;0;;;;;
20240410;211202;2020;PUNO;SANDIA;CUYOCUYO;SIERRA;DISTRITAL;5633;2015;3618;F;0;;;;;
20240410;211203;2020;PUNO;SANDIA;LIMBANI;SELVA;DISTRITAL;3269;1575;1694;F;0;;;;;
20240410;211204;2020;PUNO;SANDIA;PATAMBUCO;SIERRA;DISTRITAL;4212;431;3781;G;0;;;;;
20240410;211205;2020;PUNO;SANDIA;PHARA;SELVA;DISTRITAL;6145;1498;4647;G;0;;;;;
20240410;211206;2020;PUNO;SANDIA;QUIACA;SIERRA;DISTRITAL;2308;335;1973;G;0;;;;;
20240410;211207;2020;PUNO;SANDIA;SAN JUAN DEL ORO;SELVA;DISTRITAL;3235;1676;1559;F;0;;;;;
20240410;211208;2020;PUNO;SANDIA;YANAHUAYA;SELVA;DISTRITAL;2127;995;1132;F;0;;;;;
20240410;211209;2020;PUNO;SANDIA;ALTO INAMBARI;SELVA;DISTRITAL;7480;1538;5942;G;0;;;;;
